season,date,round,home_team,away_team,home_matches_before,away_matches_before,home_avg_goals_for,home_avg_goals_against,away_avg_goals_for,away_avg_goals_against,home_win_rate,away_win_rate,home_home_win_rate,away_away_win_rate,home_recent_points_5,away_recent_points_5,home_days_since_match,away_days_since_match,result,home_has_previous_match,away_has_previous_match,home_days_since_match_capped,away_days_since_match_capped,home_goal_scoring_edge,home_defensive_edge,home_attack_vs_away_defense,away_attack_vs_home_defense,win_rate_edge,venue_win_rate_edge,recent_points_edge,experience_edge,days_since_match_edge,abs_win_rate_gap,abs_venue_win_rate_gap,abs_recent_points_gap,abs_goal_scoring_gap,abs_defensive_gap,combined_recent_points,combined_win_rate,combined_avg_goals_for,combined_avg_goals_against,win_rate_balance,recent_form_balance
2010-11,2010-09-29,Group stage,Rangers,Bursaspor,1,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,0,15,15,H,1,1,15,15,0.0,4.0,-4.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1,0.0,4.0,1,0.0,0.0,4.0,1.0,0.9333333333333333
2010-11,2010-09-29,Group stage,Rubin Kazan,Barcelona,1,1,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0,3,15,15,D,1,1,15,15,-5.0,0.0,-1.0,4.0,-1.0,0.0,-3,0,0,1.0,0.0,3,5.0,0.0,3,1.0,5.0,2.0,0.0,0.8
2010-11,2010-09-29,Group stage,Schalke 04,Benfica,1,1,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0,3,15,15,H,1,1,15,15,-2.0,-1.0,0.0,1.0,-1.0,0.0,-3,0,0,1.0,0.0,3,2.0,1.0,3,1.0,2.0,1.0,0.0,0.8
2010-11,2010-09-29,Group stage,Tottenham,Twente,1,1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,15,15,H,1,1,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,2,0.0,4.0,4.0,1.0,1.0
2010-11,2010-09-29,Group stage,Valencia,Manchester Utd,1,1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,15,15,A,1,1,15,15,4.0,0.0,4.0,0.0,1.0,0.0,2,0,0,1.0,0.0,2,4.0,0.0,4,1.0,4.0,0.0,0.0,0.8666666666666667
2010-11,2010-10-19,Group stage,Ajax,Auxerre,2,2,0.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1,0,21,21,H,1,1,21,21,0.5,0.0,-1.0,-1.5,0.0,0.0,1,0,0,0.0,0.0,1,0.5,0.0,1,0.0,0.5,3.0,1.0,0.9333333333333333
2010-11,2010-10-19,Group stage,Arsenal,Shakhtar D.,2,2,4.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,6,6,21,21,H,1,1,21,21,2.5,-0.5,4.5,1.5,0.0,0.0,0,0,0,0.0,0.0,0,2.5,0.5,12,2.0,6.5,0.5,1.0,1.0
2010-11,2010-10-19,Group stage,Bayern Munich,CFR Cluj,2,2,2.0,0.5,1.5,1.5,1.0,0.5,1.0,0.0,6,3,21,21,H,1,1,21,21,0.5,1.0,0.5,1.0,0.5,1.0,3,0,0,0.5,1.0,3,0.5,1.0,9,1.5,3.5,2.0,0.5,0.8
2010-11,2010-10-19,Group stage,Braga,Partizan,2,2,0.0,4.5,0.5,2.0,0.0,0.0,0.0,0.0,0,0,21,21,H,1,1,21,21,-0.5,-2.5,-2.0,-4.0,0.0,0.0,0,0,0,0.0,0.0,0,0.5,2.5,0,0.0,0.5,6.5,1.0,1.0
2010-11,2010-10-19,Group stage,Marseille,MŠK Žilina,2,2,0.0,1.5,0.5,3.5,0.0,0.0,0.0,0.0,0,0,21,21,H,1,1,21,21,-0.5,2.0,-3.5,-1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.5,2.0,0,0.0,0.5,5.0,1.0,1.0
2010-11,2010-10-19,Group stage,Real Madrid,Milan,2,2,1.5,0.0,1.5,0.5,1.0,0.5,1.0,0.0,6,4,21,21,H,1,1,21,21,0.0,0.5,1.0,1.5,0.5,1.0,2,0,0,0.5,1.0,2,0.0,0.5,10,1.5,3.0,0.5,0.5,0.8666666666666667
2010-11,2010-10-19,Group stage,Roma,Basel,2,2,1.0,1.5,1.0,2.0,0.5,0.0,1.0,0.0,3,0,21,21,A,1,1,21,21,0.0,0.5,-1.0,-0.5,0.5,1.0,3,0,0,0.5,1.0,3,0.0,0.5,3,0.5,2.0,3.5,0.5,0.8
2010-11,2010-10-19,Group stage,Spartak Moscow,Chelsea,2,2,2.0,0.0,3.0,0.5,1.0,1.0,1.0,1.0,6,6,21,21,A,1,1,21,21,-1.0,0.5,1.5,3.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,0.5,12,2.0,5.0,0.5,1.0,1.0
2010-11,2010-10-20,Group stage,Barcelona,FC Copenhagen,2,2,3.0,1.0,1.5,0.0,0.5,1.0,1.0,1.0,4,6,21,21,H,1,1,21,21,1.5,-1.0,3.0,0.5,-0.5,0.0,-2,0,0,0.5,0.0,2,1.5,1.0,10,1.5,4.5,1.0,0.5,0.8666666666666667
2010-11,2010-10-20,Group stage,Inter,Tottenham,2,2,3.0,1.0,3.0,1.5,0.5,0.5,1.0,0.0,4,4,21,21,H,1,1,21,21,0.0,0.5,1.5,2.0,0.0,1.0,0,0,0,0.0,1.0,0,0.0,0.5,8,1.0,6.0,2.5,1.0,1.0
2010-11,2010-10-20,Group stage,Lyon,Benfica,2,2,2.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,6,3,21,21,H,1,1,21,21,1.0,0.5,1.0,0.5,0.5,1.0,3,0,0,0.5,1.0,3,1.0,0.5,9,1.5,3.0,1.5,0.5,0.8
2010-11,2010-10-20,Group stage,Manchester Utd,Bursaspor,2,2,0.5,0.0,0.0,2.5,0.5,0.0,0.0,0.0,4,0,21,21,H,1,1,21,21,0.5,2.5,-2.0,0.0,0.5,0.0,4,0,0,0.5,0.0,4,0.5,2.5,4,0.5,0.5,2.5,0.5,0.7333333333333334
2010-11,2010-10-20,Group stage,Panathinaikos,Rubin Kazan,2,2,0.5,3.5,0.5,1.0,0.0,0.0,0.0,0.0,0,1,21,21,D,1,1,21,21,0.0,-2.5,-0.5,-3.0,0.0,0.0,-1,0,0,0.0,0.0,1,0.0,2.5,1,0.0,1.0,4.5,1.0,0.9333333333333333
2010-11,2010-10-20,Group stage,Rangers,Valencia,2,2,0.5,0.0,2.0,0.5,0.5,0.5,1.0,1.0,4,3,21,21,D,1,1,21,21,-1.5,0.5,0.0,2.0,0.0,0.0,1,0,0,0.0,0.0,1,1.5,0.5,7,1.0,2.5,0.5,1.0,0.9333333333333333
2010-11,2010-10-20,Group stage,Schalke 04,Hapoel Tel Aviv,2,2,1.0,0.5,0.5,2.5,0.5,0.0,1.0,0.0,3,0,21,21,H,1,1,21,21,0.5,2.0,-1.5,0.0,0.5,1.0,3,0,0,0.5,1.0,3,0.5,2.0,3,0.5,1.5,3.0,0.5,0.8
2010-11,2010-10-20,Group stage,Twente,Werder Bremen,2,2,1.5,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1,1,21,21,D,1,1,21,21,0.5,0.0,-1.5,-2.0,0.0,0.0,0,0,0,0.0,0.0,0,0.5,0.0,2,0.0,2.5,6.0,1.0,1.0
2010-11,2010-11-02,Group stage,Benfica,Lyon,3,3,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,3,9,13,13,H,1,1,13,13,-1.3333333333333335,-1.0,0.3333333333333333,0.6666666666666667,-0.6666666666666667,0.0,-6,0,0,0.6666666666666667,0.0,6,1.3333333333333335,1.0,12,1.3333333333333333,2.6666666666666665,1.6666666666666665,0.33333333333333326,0.6
2010-11,2010-11-02,Group stage,Bursaspor,Manchester Utd,3,3,0.0,2.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,1.0,0,7,13,13,A,1,1,13,13,-0.6666666666666666,-2.0,0.0,-1.3333333333333335,-0.6666666666666666,-1.0,-7,0,0,0.6666666666666666,1.0,7,0.6666666666666666,2.0,7,0.6666666666666666,0.6666666666666666,2.0,0.33333333333333337,0.5333333333333333
2010-11,2010-11-02,Group stage,FC Copenhagen,Barcelona,3,3,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,6,7,13,13,D,1,1,13,13,-1.6666666666666665,0.0,0.33333333333333337,2.0,0.0,1.0,-1,0,0,0.0,1.0,1,1.6666666666666665,0.0,13,1.3333333333333333,3.6666666666666665,1.3333333333333333,1.0,0.9333333333333333
2010-11,2010-11-02,Group stage,Hapoel Tel Aviv,Schalke 04,3,3,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0,6,13,13,D,1,1,13,13,-1.0,-2.0,0.0,-0.9999999999999998,-0.6666666666666666,0.0,-6,0,0,0.6666666666666666,0.0,6,1.0,2.0,6,0.6666666666666666,2.3333333333333335,3.333333333333333,0.33333333333333337,0.6
2010-11,2010-11-02,Group stage,Rubin Kazan,Panathinaikos,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.0,0.0,0.0,0.0,2,1,13,13,D,1,1,13,13,0.0,1.666666666666667,-2.0,-0.3333333333333333,0.0,0.0,1,0,0,0.0,0.0,1,0.0,1.666666666666667,3,0.0,0.6666666666666666,3.0,1.0,0.9333333333333333
2010-11,2010-11-02,Group stage,Tottenham,Inter,3,3,3.0,2.3333333333333335,3.3333333333333335,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,0.0,4,7,13,13,H,1,1,13,13,-0.3333333333333335,-0.6666666666666667,1.3333333333333333,1.0,-0.3333333333333333,1.0,-3,0,0,0.3333333333333333,1.0,3,0.3333333333333335,0.6666666666666667,11,1.0,6.333333333333334,4.0,0.6666666666666667,0.8
2010-11,2010-11-02,Group stage,Valencia,Rangers,3,3,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,4,5,13,13,H,1,1,13,13,1.0,-0.3333333333333333,1.3333333333333335,0.0,0.0,0.0,-1,0,0,0.0,0.0,1,1.0,0.3333333333333333,9,0.6666666666666666,2.3333333333333335,1.0,1.0,0.9333333333333333
2010-11,2010-11-02,Group stage,Werder Bremen,Twente,3,3,1.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.0,0.0,0.0,0.0,2,2,13,13,A,1,1,13,13,-0.33333333333333326,0.0,-1.3333333333333335,-1.0000000000000002,0.0,0.0,0,0,0,0.0,0.0,0,0.33333333333333326,0.0,4,0.0,2.333333333333333,4.666666666666667,1.0,1.0
2010-11,2010-11-03,Group stage,Auxerre,Ajax,3,3,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0,4,15,15,H,1,1,15,15,-0.6666666666666667,-0.3333333333333335,-1.0,-0.6666666666666667,-0.3333333333333333,0.0,-4,0,0,0.3333333333333333,0.0,4,0.6666666666666667,0.3333333333333335,4,0.3333333333333333,1.3333333333333333,3.0,0.6666666666666667,0.7333333333333334
2010-11,2010-11-03,Group stage,Basel,Roma,3,3,1.6666666666666667,1.6666666666666667,1.0,2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,3,3,15,15,A,1,1,15,15,0.6666666666666667,0.33333333333333326,-0.33333333333333326,-0.6666666666666667,0.0,0.0,0,0,0,0.0,0.0,0,0.6666666666666667,0.33333333333333326,6,0.6666666666666666,2.666666666666667,3.666666666666667,1.0,1.0
2010-11,2010-11-03,Group stage,CFR Cluj,Bayern Munich,3,3,1.6666666666666667,2.0,2.3333333333333335,1.0,0.3333333333333333,1.0,1.0,1.0,3,9,15,15,A,1,1,15,15,-0.6666666666666667,-1.0,0.6666666666666667,0.3333333333333335,-0.6666666666666667,0.0,-6,0,0,0.6666666666666667,0.0,6,0.6666666666666667,1.0,12,1.3333333333333333,4.0,3.0,0.33333333333333326,0.6
2010-11,2010-11-03,Group stage,Chelsea,Spartak Moscow,3,3,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,9,6,15,15,H,1,1,15,15,1.3333333333333333,0.3333333333333333,2.0,1.0,0.33333333333333337,0.0,3,0,0,0.33333333333333337,0.0,3,1.3333333333333333,0.3333333333333333,15,1.6666666666666665,4.0,1.0,0.6666666666666666,0.8
2010-11,2010-11-03,Group stage,Milan,Real Madrid,3,3,1.0,1.0,1.6666666666666667,0.0,0.3333333333333333,1.0,1.0,1.0,4,9,15,15,D,1,1,15,15,-0.6666666666666667,-1.0,1.0,0.6666666666666667,-0.6666666666666667,0.0,-5,0,0,0.6666666666666667,0.0,5,0.6666666666666667,1.0,13,1.3333333333333333,2.666666666666667,1.0,0.33333333333333326,0.6666666666666667
2010-11,2010-11-03,Group stage,MŠK Žilina,Marseille,3,3,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0,3,15,15,A,1,1,15,15,0.0,-1.6666666666666665,-0.6666666666666667,-2.333333333333333,-0.3333333333333333,0.0,-3,0,0,0.3333333333333333,0.0,3,0.0,1.6666666666666665,3,0.3333333333333333,0.6666666666666666,3.6666666666666665,0.6666666666666667,0.8
2010-11,2010-11-03,Group stage,Partizan,Braga,3,3,0.3333333333333333,2.0,0.6666666666666666,3.0,0.0,0.3333333333333333,0.0,0.0,0,3,15,15,A,1,1,15,15,-0.3333333333333333,1.0,-2.6666666666666665,-1.3333333333333335,-0.3333333333333333,0.0,-3,0,0,0.3333333333333333,0.0,3,0.3333333333333333,1.0,3,0.3333333333333333,1.0,5.0,0.6666666666666667,0.8
2010-11,2010-11-03,Group stage,Shakhtar D.,Arsenal,3,3,1.6666666666666667,1.6666666666666667,4.666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,6,9,15,15,H,1,1,15,15,-3.0,-1.0,1.0,3.0,-0.33333333333333337,0.0,-3,0,0,0.33333333333333337,0.0,3,3.0,1.0,15,1.6666666666666665,6.333333333333334,2.3333333333333335,0.6666666666666666,0.8
2010-11,2010-11-23,Group stage,Ajax,Real Madrid,4,4,1.0,1.5,1.75,0.5,0.25,0.75,0.5,0.5,4,10,20,20,A,1,1,20,20,-0.75,-1.0,0.5,0.25,-0.5,0.0,-6,0,0,0.5,0.0,6,0.75,1.0,14,1.0,2.75,2.0,0.5,0.6
2010-11,2010-11-23,Group stage,Auxerre,Milan,4,4,0.75,1.5,1.25,1.25,0.25,0.25,0.5,0.0,3,5,20,20,A,1,1,20,20,-0.5,-0.25,-0.5,-0.25,0.0,0.5,-2,0,0,0.0,0.5,2,0.5,0.25,8,0.5,2.0,2.75,1.0,0.8666666666666667
2010-11,2010-11-23,Group stage,Basel,CFR Cluj,4,4,1.75,2.0,1.25,2.5,0.25,0.25,0.0,0.0,3,3,20,20,H,1,1,20,20,0.5,0.5,-0.75,-0.75,0.0,0.0,0,0,0,0.0,0.0,0,0.5,0.5,6,0.5,3.0,4.5,1.0,1.0
2010-11,2010-11-23,Group stage,Braga,Arsenal,4,4,0.75,2.25,3.75,1.0,0.5,0.75,0.5,0.5,6,9,20,20,H,1,1,20,20,-3.0,-1.25,-0.25,1.5,-0.25,0.0,-3,0,0,0.25,0.0,3,3.0,1.25,15,1.25,4.5,3.25,0.75,0.8
2010-11,2010-11-23,Group stage,Chelsea,MŠK Žilina,4,4,3.0,0.5,0.25,3.75,1.0,0.0,1.0,0.0,12,0,20,20,H,1,1,20,20,2.75,3.25,-0.75,-0.25,1.0,1.0,12,0,0,1.0,1.0,12,2.75,3.25,12,1.0,3.25,4.25,0.0,0.19999999999999996
2010-11,2010-11-23,Group stage,Partizan,Shakhtar D.,4,4,0.25,1.75,1.75,1.5,0.0,0.75,0.0,0.5,0,9,20,20,A,1,1,20,20,-1.5,-0.25,-1.25,0.0,-0.75,-0.5,-9,0,0,0.75,0.5,9,1.5,0.25,9,0.75,2.0,3.25,0.25,0.4
2010-11,2010-11-23,Group stage,Roma,Bayern Munich,4,4,1.5,2.0,2.75,0.75,0.5,1.0,0.5,1.0,6,12,20,20,H,1,1,20,20,-1.25,-1.25,0.75,0.75,-0.5,-0.5,-6,0,0,0.5,0.5,6,1.25,1.25,18,1.5,4.25,2.75,0.5,0.6
2010-11,2010-11-23,Group stage,Spartak Moscow,Marseille,4,4,1.25,1.5,2.0,0.75,0.5,0.5,0.5,0.5,6,6,20,20,A,1,1,20,20,-0.75,-0.75,0.5,0.5,0.0,0.0,0,0,0,0.0,0.0,0,0.75,0.75,12,1.0,3.25,2.25,1.0,1.0
2010-11,2010-11-24,Group stage,Hapoel Tel Aviv,Benfica,4,4,0.5,2.0,1.5,1.75,0.0,0.5,0.0,0.0,1,6,22,22,H,1,1,22,22,-1.0,-0.25,-1.25,-0.5,-0.5,0.0,-5,0,0,0.5,0.0,5,1.0,0.25,7,0.5,2.0,3.75,0.5,0.6666666666666667
2010-11,2010-11-24,Group stage,Inter,Twente,4,4,2.75,2.0,1.5,1.75,0.5,0.25,1.0,0.5,7,5,22,22,H,1,1,22,22,1.25,-0.25,1.0,-0.5,0.25,0.5,2,0,0,0.25,0.5,2,1.25,0.25,12,0.75,4.25,3.75,0.75,0.8666666666666667
2010-11,2010-11-24,Group stage,Panathinaikos,Barcelona,4,4,0.25,1.75,2.25,0.75,0.0,0.5,0.0,0.0,2,8,22,22,A,1,1,22,22,-2.0,-1.0,-0.5,0.5,-0.5,0.0,-6,0,0,0.5,0.0,6,2.0,1.0,10,0.5,2.5,2.5,0.5,0.6
2010-11,2010-11-24,Group stage,Rangers,Manchester Utd,4,4,0.5,1.0,1.25,0.0,0.25,0.75,0.5,1.0,5,10,22,22,A,1,1,22,22,-0.75,-1.0,0.5,0.25,-0.5,-0.5,-5,0,0,0.5,0.5,5,0.75,1.0,15,1.0,1.75,1.0,0.5,0.6666666666666667
2010-11,2010-11-24,Group stage,Rubin Kazan,FC Copenhagen,4,4,0.25,0.5,1.0,0.75,0.0,0.5,0.0,0.5,3,7,22,22,H,1,1,22,22,-0.75,0.25,-0.5,0.5,-0.5,-0.5,-4,0,0,0.5,0.5,4,0.75,0.25,10,0.5,1.25,1.25,0.5,0.7333333333333334
